All Spare Parts /SNo,All Spare Parts /Item,All Spare Parts /Current Location,All Spare Parts /New Location,All Spare Parts /Status,All Spare Parts /Unit
406,Circuit Breaker 06A TP(Mcb),6SP-13,,Yes,Pcs
407,Circuit Breaker 10A (TP),6SP-13,,No,Pcs
408,Circuit Breaker 10A TP(Mcb),6SP-13,,Yes,Pcs
409,Circuit Breaker 40A TP (MCB),6SP-13,,Yes,Pcs
410,Circuit Breaker 40A TP(Moeller),6SP-31,,No,Pcs
411,Circuit Breaker 63A TP (Mcb),6SP-13,,No,Pcs
412,Motor Protected Circuite Braker-(0.7-1A),6SP-13,,Yes,Pcs
413,Primium Gold ss HINGES WELDED,6SP-14,,Found Extra,
414,Air Regulating Valve,6SP-14,,Yes,Pcs
415,"Hinges SS 2.5""",6SP-14,,Yes,Pcs
416,Hings (8 Inch),6SP-14,,No,Pcs
417,Joint Nut - 3/8,6SP-14,,Yes,Pcs
418,Cabinet Lock,6SP-14,,No,pcs
419,Drawer Channel,6SP-14,,No,pcs
420,Cable Tie (3x100) Mm old,6SP-15,,Yes,Pkt
421,Cable Tie (5x200) Mm,6SP-15,,No,Pkt
422,Cable Tie (5x250) Mm,6SP-15,,Yes,Pkt
423,Cable Tie (5x300) Mm,6SP-15,,Yes,Pkt
424,Cable ties 4x150mm,6SP-15,,Found Extra,
425,Cable ties 5x500mm,6SP-15,,Found Extra,
426,Fuel Filter (FS 1212),6SP-16,,Yes,Pcs
427,Power Supply - 24 VDC/15 A,6SP-17,,No,No Unit
428,Power Supply 12 VDC- 5A,6SP-17,,Yes,Pcs
429,Power Supply 12V DC (10Ap,6SP-17,,Yes,No Unit
430,Power Supply 24 VDC - 5A,6SP-17,,Yes,No Unit
431,Power Supply 24V-12v DC (10Ap),6SP-17,,Yes,No Unit
432,Power Supply 24V-DC (10Ap),6SP-17,,No,No Unit
433,Power Supply 24V-DC (20Ap),6SP-17,,No,No Unit
434,Power Supply 5V-10 Ap,6SP-17,,Yes,Pcs
435,"Power supply in put-220v ac,out put-+24v+12v dc-10A",6SP-17,,No,Pcs
436,A/c Belize 20K,6SP-18,,No,Pcs
437,A/c Belize-50k,6SP-18,,Yes,Pcs
438,A/c condenser (high presser switch ),6SP-18,,Yes,No Unit
439,A/c Temperature Sensor (15k),6SP-18,,Yes,Pcs
440,Mercury,6SP-18,,No,Kg
441,Over Load Relay  protector-40A,6SP-18,,No,Pcs
442,Timer 08 Pin 220V (Minute),6SP-18,,Yes,Pcs
443,Ac water label sensor,6SP-18,,No,
444,Timer 220v Ac -H3Y-2-c,6SP-18,,No,Pcs
445,Timer 220v AC-H3y-2c,6SP-18,,Found Extra,
446,11w Compact Fluorescent lamps,6SP-18,,Found Extra,
447,AC water label sensor,6SP-18,,Found Extra,
448,Mercury 0.10gram,6SP-18,,Found Extra,
449,Air join (4mm),6SP-19,,Yes,Pcs
450,Air Join 08 mm (T),6SP-19,,Yes,Pcs
451,Air Join -6 Mm,6SP-19,,Yes,Pcs
452,Air Join -8 Mm,6SP-19,,No,Pcs
453,Air join tee (4mm),6SP-19,,Yes,Pcs
454,Air Joint -10 Mm,6SP-19,,Yes,Pcs
455,Air Joint 6 mm (T),6SP-19,,No,Pcs
456,Air Nipple,6SP-19,,No,Pcs
457,Air Nipple - 10 Mm (Thread),6SP-19,,Yes,Pcs
458,Air Nipple - 10 mm (Y),6SP-19,,No,Pcs
459,"Air Nipple 12 mm (Thread .5
Inch)",6SP-19,,No,Pcs
460,Air Nipple - 8 mm,6SP-19,,Yes,Pcs
461,Air Nipple 8mm (10mm Thread),6SP-19,,No,pcs
462,Air Nipple  8x6 mm,6SP-19,,No,Pcs
463,Air Nipple- 08mm (Thread 0.5 Inch),6SP-19,,No,Pcs
464,Air Nipple 10 mm (Thread .5 Inch),6SP-19,,No,Pcs
465,Air nipple 10x8mm( t-type),6SP-19,,Yes,Pcs
466,Air Nipple - 12/8 Mm (T),6SP-19,,No,pcs
467,Air nipple 4mm (L) type thread,6SP-19,,Yes,Pcs
468,Air NIpple 6 mm T Type,6SP-19,,Yes,Pcs
469,Air Nipple 6mm(Thread 3/8mm Y type),6SP-19,,Yes,Pcs
470,Air Nipple 8 mm (L) Type (APS),6SP-19,,No,Pcs
471,Air Nipple 8mm (Thread),6SP-19,,Yes,Pcs
472,Air nipple -8mm T Type (0.5 Iner),6SP-19,,No,Pcs
473,Air Nipple 8mm With Inner Thread 3/8,6SP-19,,Yes,Pcs
474,Air nipple -8mm(L) type one side thread,6SP-19,,No,Pcs
475,Air Nipple Joint 10x8 mm,6SP-19,,Yes,Pcs
476,Air Nipple Joint 12x10 mm,6SP-19,,Yes,Pcs
477,Air Nipple Joint 8x8 mm,6SP-19,,No,Pcs
478,Air Nipple Regulator 4 mm,6SP-19,,No,Pcs
479,Air Nipple-10/06 Mm (Joint),6SP-19,,Yes,Pcs
480,Air Nipple-4 Mm,6SP-19,,No,Pcs
481,Air Presser Nipple 8mm,6SP-19,,Yes,Pcs
482,Hydraulic Hose Nipple (APS),6SP-19,,No,Pcs
483,Joint Neeple - 12 mm,6SP-19,,Yes,Pcs
484,Nipple (Y)-6 Mm,6SP-19,,No,Pcs
485,Nipple 8 mm (Presseur),6SP-19,,Yes,Pcs
486,Nipple Pressure 06 Mm,6SP-19,,No,Pcs
487,Nipple-04mm (Quick Link),6SP-19,,Yes,Pcs
488,Nipple-6mm (Pressure Joint),6SP-19,,Yes,Pcs
489,Nipple-8mm (Pressure Joint),6SP-19,,No,Pcs
490,Oil Nipple 08 Mm,6SP-19,,Yes,Pcs
491,Oil Nipple 08 Mm (L-Type),6SP-19,,No,Pcs
492,Oil Nipple 4mm,6SP-19,,Yes,Pcs
493,Air Nipple-8MM ( APS),6SP-19,,Yes,Pcs
494,Air Nipp 4mm,6SP-19,,Found Extra,
495,Nipple 8mm T-Type,6SP-19,,Found Extra,
496,Air Nipple 8mm (L) One Side Thread,6SP-19,,Found Extra,
497,Nipple 0.5 Thread,6SP-19,,Found Extra,
498,Air Join 8mm T,6SP-19,,Found Extra,
499,Air Nipple 08mm (Thread 0.5 mm),6SP-19,,Found Extra,
500,Air Nipple Regulator 4mm,6SP-19,,Found Extra,
501,Air Nipple 12mm 0.5mm Thread,6SP-19,,Found Extra,
502,Air Nipple-8mm T Type (0.5 Iner),6SP-19,,Found Extra,
503,Over Load Relay  protector-40A,6SP-19,,Found Extra,
504,Amper Tube 10mm,6SP-20,,No,Pcs
505,Amper Tube 3mm,6SP-20,,No,Pcs
506,Amper Tube 5mm,6SP-20,,No,Pcs
507,Amper Tube 7mm,6SP-20,,No,Pcs
508,Bridge Rectifier (KBPC3510W),6SP-20,,Yes,Pcs
509,"Bridge Rectifier Kbpc- 50A,10M",6SP-20,,Yes,Pcs
510,Diade 6A10,6SP-20,,Yes,Pcs
511,Diod (12V),6SP-20,,Yes,Pcs
512,Diode - 1.5 K E200,6SP-20,,Yes,Pcs
513,DIODE - BZW03C30,6SP-20,,Yes,Pcs
514,Diode DB3 c531,6SP-20,,Yes,Pcs
515,Hall Sensor 23E Dip (3pin),6SP-20,,No,Pcs
516,Heat sing Resistor-22R,6SP-20,,No,Pcs
517,Heat Sing tube 30 mm,6SP-20,,No,Mtr
518,Heat Sing Tube 40 mm,6SP-20,,No,Mtr
519,Heatsink Tube-2 Mm,6SP-20,,No,Feet
520,I C -Base (20pin),6SP-20,,No,Pcs
521,"I.C 083Ag,18 Pin SMD",6SP-20,,Yes,Pcs
522,I.C HCF 4001-14 Pin SMD,6SP-20,,Yes,Pcs
523,I.C HIP 4080AIB (20Pin)Smd,6SP-20,,Yes,Pcs
524,I.C LF 353 (8Pin)Smd,6SP-20,,Yes,Pcs
525,Ic (224 LM) - 14 PIN SMD,6SP-20,,No,Pcs
526,Ic (258 LM) - 8 PIN SMD,6SP-20,,No,Pcs
527,Ic (293 LM) - 8 PIN SMD,6SP-20,,No,Pcs
528,Ic (BTS 721L1)-Smd,6SP-20,,Yes,Pcs
529,Ic (CD 4050BE)-16 Pin Dip Ic,6SP-20,,Yes,Pcs
530,Ic (CD 4094BE)-16 Pin Dip Ic,6SP-20,,No,Pcs
531,Ic (Regulator-7912 KA) 3 pin,6SP-20,,No,Pcs
532,Ic (ULN 2804A)-18 Pin Dip Ic,6SP-20,,No,Pcs
533,IC 4050 BI,6SP-20,,Yes,Pcs
534,IC 4094 BE,6SP-20,,No,Pcs
535,Ic- 74Ac 14 (14 pin smd),6SP-20,,No,Pcs
536,Ic -Cd 4011 BE (DiP),6SP-20,,Yes,Pcs
537,IC CD 4094 BE,6SP-20,,No,Pcs
538,Ic- Ds 14c232 cm(16 pin smd),6SP-20,,Yes,Pcs
539,IC HA 17358 (8 Pin),6SP-20,,Yes,Pcs
540,Ic Lm 339M(Smd)14 Pin,6SP-20,,No,Pcs
541,Ic Lmd (18245T)-15 Pin,6SP-20,,No,Pcs
542,IC MCT-1458cp(8Pin Dip),6SP-20,,Yes,Pcs
543,Ic MM 74C 30N(Dip) 8 Pin,6SP-20,,Yes,Pcs
544,IC Regulator ka (7805),6SP-20,,Yes,Pcs
545,IC Regulator ka (7812),6SP-20,,Yes,Pcs
546,Ic Smd(HC00),6SP-20,,Yes,Pcs
547,Ic -SN 74 Hc 244N Dip 20Pin,6SP-20,,Yes,Pcs
548,Ic Ue 3842 BN (Dip) 8 Pin,6SP-20,,Yes,Pcs
549,Ic-74Ac 125 (14 pin smd),6SP-20,,Yes,Pcs
550,IC-cd 4013 Be(14pin dip),6SP-20,,Yes,Pcs
551,IC-Cd 4051 Bcm-smd-16 pin,6SP-20,,Yes,Pcs
552,IC-Ds 75176 BM (8pin),6SP-20,,No,Pcs
553,ICL 4970A 15 PIN,6SP-20,,No,Pcs
554,IC-L6384(8pin) dip,6SP-20,,No,Pcs
555,Ic-LM 348 N(14 pin Dip),6SP-20,,Yes,Pcs
556,IC-Lm 393(8pin dip),6SP-20,,Yes,Pcs
557,Ic-Sn74Hcto4N-14 pin dip,6SP-20,,No,Pcs
558,Metal Tansistor (BUW42A),6SP-20,,Yes,Pcs
559,Metal Tansistor (MJ15025),6SP-20,,Yes,Pcs
560,MM 74 Hc 595 m (Smd)16 Pin,6SP-20,,Yes,Pcs
561,Mosfet (IRF 40),6SP-20,,Yes,Pcs
562,Mosfet -IRf 530 (3pin),6SP-20,,No,Pcs
563,MOSFET IRFBC30,6SP-20,,Yes,Pcs
564,Mosfet-IRFP 254N(3pin),6SP-20,,No,Pcs
565,Octocaplar 4Pin (PC817DIP),6SP-20,,No,Pcs
566,OPT-CNy 74-2 (8 pin Dip),6SP-20,,Yes,Pcs
567,Optocoupler ( Moc 3041) 6 Pin dip,6SP-20,,Yes,Pcs
568,Optocoupler ( Moc 3042) 6 Pin dip,6SP-20,,Yes,Pcs
569,optocoupler 4N35(6 pin dip),6SP-20,,Yes,Pcs
570,Optocoupler -Moc 3041 (6 pin Dip),6SP-20,,No,Pcs
571,Optocupler 4 Pin (Pc181Smd),6SP-20,,Yes,Pcs
572,Optocupller 6 Pin MOC 3021 Dip,6SP-20,,No,Pcs
573,Register 560R,6SP-20,,Yes,Pcs
574,Register Smd-221,6SP-20,,Yes,Pcs
575,Regulator -7905,6SP-20,,No,Pcs
576,Regulator LM78L05,6SP-20,,Yes,Pcs
577,Regulator LM79L05,6SP-20,,Yes,Pcs
578,Regulator-LM-2940C(3pin dip),6SP-20,,No,Pcs
579,Regulator-LT1070,6SP-20,,No,Pcs
580,Regulator-TL-431(3pin dip),6SP-20,,No,Pcs
581,Reguletor Ic LM 317T(Dip) 3 pin,6SP-20,,Yes,Pcs
582,Resistance Smd-1k,6SP-20,,No,Pcs
583,Resistance Smd-2.2K (222),6SP-20,,Yes,Pcs
584,Resistance Smd-47k,6SP-20,,No,Pcs
585,Resister 470 Oham (25W),6SP-20,,Yes,Pcs
586,Resistor 0.68 R,6SP-20,,Yes,Pcs
587,Resistor 1.5 R(SMd),6SP-20,,Yes,Pcs
588,Resistor 10k (103) smd,6SP-20,,No,Pcs
589,Resistor 154 (smd),6SP-20,,No,Pcs
590,Resistor 331 Smd,6SP-20,,Yes,Pcs
591,Resistor 561 smd,6SP-20,,Yes,Pcs
592,Resistor-100R1/4w,6SP-20,,No,Pcs
593,Resistor-15K 5,6SP-20,,No,Pcs
594,Resistor-221(smd),6SP-20,,Yes,Pcs
595,Thyristor Bridge Rectifier P105w (6Pin),6SP-20,,Yes,Pcs
596,Togol switch,6SP-20,,No,Pcs
597,Transister (C-4237),6SP-20,,Yes,Pcs
598,Transistor (3pin)Dip 2N3019,6SP-20,,Yes,Pcs
599,Transistor (3Pin)Dip 2N3055,6SP-20,,Yes,Pcs
600,Transistor (C3998 -3 Pin),6SP-20,,No,Pcs
601,Transistor 2N4401,6SP-20,,Yes,Pcs
602,Transistor 2N4403,6SP-20,,Yes,Pcs
603,Transistor Buv 48A (3 pin),6SP-20,,Yes,Pcs
604,Transistor D880 (3 pin Dip),6SP-20,,Yes,Pcs
605,Transistor Tip31-c-3pin,6SP-20,,No,Pcs
606,Transistor-(BC337) 3 Pin,6SP-20,,Yes,Pcs
607,Transistor-Tip-150(3pin dip),6SP-20,,No,Pcs
608,Triac (BTA-12),6SP-20,,No,Pcs
609,Triac- (BTA-26600),6SP-20,,Yes,Pcs
610,Triac BTA-16-800B,6SP-20,,Yes,Pcs
611,Variable   4.7K Ohm,6SP-20,,Yes,Pcs
612,VAriable  B100k,6SP-20,,Yes,Pcs
613,Variable (10K-2W ),6SP-20,,No,Pcs
614,Variable (1k),6SP-20,,No,Pcs
615,Variable 2.2 Oham,6SP-20,,Yes,Pcs
616,Variable Register (101/100 Oham),6SP-20,,No,Pcs
617,Variable Resistance (20K)-Big,6SP-20,,Yes,Pcs
618,Variable Resistor 105,6SP-20,,Yes,Pcs
619,Variable Resistor 473,6SP-20,,Yes,Pcs
620,Variable Resistor 5 K,6SP-20,,Yes,Pcs
621,Variator,6SP-20,,No,Pcs
622,Varistor MYG20-561,6SP-20,,Yes,Pcs
623,Transister Tip 122(3 PinDip),6SP-20,,No,Pcs
624,Relay 24v DC (5Pin),6SP-20,,Yes,Pcs
625,Variable-22K-2W,6SP-20,,Found Extra,
626,Ptopter 6pin (moc-3021),6SP-20,,Found Extra,
627,Variable resistors 5K,6SP-20,,Found Extra,
628,1c l4970A 15pin,6SP-20,,Found Extra,
629,Resistance smd. 1K 300R,6SP-20,,Found Extra,
630,Sensor 23E Dip (3pin),6SP-20,,Found Extra,
631,Mosfet-TRF 530(Dior),6SP-20,,Found Extra,
632,Resistor 154 108 (smd),6SP-20,,Found Extra,
633,Optocupter-smd 4pin,6SP-20,,Found Extra,
634,Variable Resistor 101,6SP-20,,Found Extra,
635,Ic (Regulator-7912 Km) 3 pin,6SP-20,,Found Extra,
636,Variable Resistar 203 (20K),6SP-20,,Found Extra,
637,Variable Resistar 205 (20K) small,6SP-20,,Found Extra,
638,IC (VLN 2804A)-18pin,6SP-20,,Found Extra,
639,IC CB 4094BE 68R,6SP-20,,Found Extra,
640,Tree BTA 12,6SP-20,,Found Extra,
641,Ic MM 74C 30N(Dip) 14 Pin,6SP-20,,Found Extra,
642,Resistor-15TL 5Y,6SP-20,,Found Extra,
643,Optocouper-4N 55 (6pin Dip),6SP-20,,Found Extra,
644,Tip 122 (3Dip),6SP-20,,Found Extra,
645,1C/(LMD 18245T),6SP-20,,Found Extra,
646,IC 04,6SP-20,,Found Extra,
647,Togol switch,6SP-20,,Found Extra,
648,100R-4N,6SP-20,,Found Extra,
649,339,6SP-20,,Found Extra,
650,TP-31,6SP-20,,Found Extra,
651,384,6SP-20,,Found Extra,
652,Heat sing pube 40mm 10mT2,6SP-20,,Found Extra,
653,Overload Relay 0.2-5A,6SP-20,,Found Extra,
654,Circuit Braker (63 ASP),6SP-21,,Yes,Pcs
655,Circuit Breaker 16A SP,6SP-21,,No,Pcs
656,Circuit Breaker 40A DP,6SP-21,,No,Pcs
657,Circuit Breaker 6A DP,6SP-21,,Yes,Pcs
658,Circuit Breaker-2.5 Ap(TP),6SP-21,,Yes,Pcs
659,Circuite Breaker 32A (MCB),6SP-21,,Found Extra,
660,AC Staner,6SP-22,,Yes,Pcs
661,"Air Filter (L-140mm,D-92mm,C-1049)",6SP-22,,Yes,Pcs
662,"Air Filter (L-165mm,D-49mm)",6SP-22,,Yes,Pcs
663,"Air Filter (L-73mm,D-62mm, C-79 )",6SP-22,,Yes,Pcs
664,Air Regulator Valve-(2 Way),6SP-22,,Yes,Pcs
665,"Air Solenoid Valve,24 V",6SP-22,,Yes,Pcs
666,"Air Solenoid Valve,24 V/AC",6SP-22,,Yes,Pcs
667,Red Brush,6SP-22,,Yes,Pcs
668,Two-way air solenoid valve,6SP-22,,Yes,Pcs
669,Foot Valve,6SP-22,,Found Extra,
670,Air Regulator bulbe,6SP-22,,Found Extra,
671,Bearing - 61802-2RS,6SP-23,,No,Pcs
672,Bearing - 6310,6SP-23,,No,Pcs
673,Bearing (6003 SKF),6SP-28,,No,Pcs
674,Bearing (619 82Z),6SP-23,,No,Pcs
675,Bearing (61905 2RS1),6SP-23,,No,Pcs
676,Bearing (6202 SKF),6SP-28,,No,Pcs
677,Bearing (6203),6SP-23,,No,Pcs
678,Bearing (6206),6SP-23,,No,Pcs
679,Bearing (626),6SP-23,,No,Pcs
680,Bearing (6302 2RSH),6SP-23,,No,Pcs
681,Bearing (6303),6SP-23,,No,Pcs
682,Bearing (6304 SKF),6SP-23,,No,Pcs
683,Bearing (6305-2RS),6SP-23,,No,Pcs
684,Bearing (AS3S 906),6SP-23,,No,Pcs
685,Bearing (HK1812),6SP-23,,Yes,Pcs
686,Bearing 6007-2z,6SP-23,,Yes,Pcs
687,Bearing 6303,6SP-23,,No,Pcs
688,Bearing Gasket - RCSM 25,6SP-23,,No,Pcs
689,626-22,6SP-23,,Found Extra,
690,3203-2RSH,6SP-23,,Found Extra,
691,6304-2RSH,6SP-23,,Found Extra,
692,600722CM NS7S 711,6SP-23,,Found Extra,
693,6303-2RSH,6SP-23,,Found Extra,
694,61802-2RSH1,6SP-23,,Found Extra,
695,Hand Brush (Small Size),6SP-23,,Found Extra,
696,Mitsubishi Button  MTD-411 (Lift),6SP-25,,No,Pcs
697,Mitsubishi Lock (Lift),6SP-25,,Yes,Pcs
698,Capacitor (0.47uf/50v),6SP-26,,Yes,Pcs
699,Capacitor (04 UF),6SP-26,,Yes,Pcs
700,Capacitor (1.5 UF),6SP-26,,Yes,Pcs
701,Capacitor (10 UF),6SP-26,,No,Pcs
702,Capacitor (10000Mf/50V),6SP-26,,Yes,Pcs
703,Capacitor (1000Mf/50V,6SP-26,,Yes,Pcs
704,Capacitor (15000/63v),6SP-26,,Yes,Pcs
705,Capacitor (2200Mf/50v),6SP-26,,Yes,Pcs
706,Capacitor (220uf/16v),6SP-26,,Yes,Pcs
707,Capacitor (220uf/63v),6SP-26,,Yes,Pcs
708,Capacitor (3.5 UF),6SP-26,,No,Pcs
709,Capacitor (330 uf/50 v),6SP-26,,Yes,Pcs
710,Capacitor (330uf/63v),6SP-26,,Yes,Pcs
711,Capacitor (33uf/50v),6SP-26,,Yes,Pcs
712,Capacitor (470mf/35v),6SP-26,,Yes,Pcs
713,Capacitor (470uf/63v),6SP-26,,Yes,Pcs
714,Capacitor 1000 UF 450 V-DC,6SP-26,,Yes,Pcs
715,Capacitor 100Uf (400V),6SP-26,,Yes,Pcs
716,Capacitor -1mu/5.5v,6SP-26,,No,Pcs
717,Capacitor 2.5UF,6SP-26,,Yes,Pcs
718,Capacitor- 220u/50v,6SP-26,,Yes,Pcs
719,Capacitor 4.7MF 63v,6SP-26,,No,Pcs
720,Capacitor 470 uf 50V,6SP-26,,Yes,Pcs
721,Capacitor 470uf 400V,6SP-26,,Yes,Pcs
722,Capacitor 6Uf (Square),6SP-26,,No,Pcs
723,Capacitor 8.0 UF (Squer),6SP-26,,No,Pcs
724,Capacitor-470uf/100v,6SP-26,,No,Pcs
725,Capacitor-5uf/450v/ac,6SP-26,,No,Pcs
726,Bulb 12w (pin type),6SP-27,,No,Pcs
727,Bulb 15/20 W (Pin),6SP-27,,No,Pcs
728,Energy Bulb 05 W(Pin),6SP-27,,Yes,Pcs
729,Energy Bulb 23w (Green),6SP-27,,No,Pcs
730,contract cleaner - CRC2-26,6SP-27,,No,pcs
731,Spray foam (AC),6SP-27,,Found Extra,
732,Solid State Relay (3-32V DC 3 Phase) 60A,6SP-27,,Found Extra,
733,"Solid State Relay (3-32V DC Input, Output-24-480V) 100A",6SP-27,,Found Extra,
734,CRC Power Contact Cleaner Spray,6SP-27,,Found Extra,
735,Ac Bearing (6204-2RSL),6SP-28,,No,Pcs
736,Ac Bearing (6205-2RSH),6SP-28,,Yes,Pcs
737,Ac Bearing (SA 205 FK),6SP-28,,No,Pcs
738,Counting Meter,6SP-28,,No,Pcs
739,6201-2RSH,6SP-28,,Found Extra,
740,AC Bearing (6204-2RS2),6SP-28,,Found Extra,
741,BEARING (6202)SKF,6SP-28,,Found Extra,
742,1225-25ECG,6SP-28,,Found Extra,
743,Bearing Gasket,6SP-28,,Found Extra,
744,SA 205,6SP-28,,Found Extra,
745,Ac Fuse-4A,6SP-29,,Yes,Pcs
746,Ceramic Connector-(30A),6SP-29,,Yes,Pcs
747,Ceramic fuse 10 amp,6SP-29,,No,Pcs
748,Ceramic fuse 15 amp,6SP-29,,No,Pcs
749,Ceramic fuse 20 A,6SP-29,,Yes,Pcs
750,Ceramic Fuse 35 A(500V Ac,6SP-29,,Yes,Pcs
751,Ceramic fuse 6 amp,6SP-29,,No,Pcs
752,Ceramic Fuse-(13A),6SP-29,,Yes,Pcs
753,Fuse 10A S,6SP-29,,No,Pkt
754,Fuse 12 A (S),6SP-29,,No,Pkt
755,Fuse 15A (S),6SP-29,,Yes,Pkt
756,Fuse 2A (B),6SP-29,,Yes,Pkt
757,Fuse 3A (S),6SP-29,,Yes,Pkt
758,Fuse 4A (S),6SP-29,,No,Pkt
759,Fuse 6A (S),6SP-29,,Yes,Pkt
760,Fuse 8A (S),6SP-29,,No,Pkt
761,Fuse Holder,6SP-29,,Yes,Pcs
762,Rogon,6SP-29,,Yes,Pcs
763,Solar Charger Controller,6SP-29,,Yes,Pcs
764,Ceramic fuse 6A,6SP-29,,Found Extra,
765,Ceramic fuse 15A,6SP-29,,Found Extra,
766,Cereamic fuse 10A,6SP-29,,Found Extra,
767,A/C Belt B-36,6SP-30,,Yes,Pcs
768,Ac Belt (SPA 950 Lw),6SP-30,,Yes,Pcs
769,Belt A-1219,6SP-30,,No,Pcs
770,Belt -A65,6SP-30,,Yes,Pcs
771,Belt-(A-75),6SP-30,,No,Pcs
772,Belt-(A-84),6SP-30,,Yes,Pcs
773,Belt-(A-85),6SP-30,,Yes,Pcs
774,Belt-A-55,6SP-30,,No,pcs
775,Belt-A-65,6SP-30,,No,pcs
776,Belt- A-53,6SP-30,,Found Extra,
777,Circuit Breaker 10A SP,6SP-31,,No,Pcs
778,Circuite Breaker 20A TP,6SP-31,,No,Pcs
779,Circuit Breaker 20A SP,6SP-31,,No,Pcs
780,Circuit Breaker 6A SP,6SP-31,,No,Pcs
781,Circuit Breaker 40A TP (moeller),6SP-31,,Found Extra,
782,Miniature Circuit Breaker C20 SP,6SP-31,,Found Extra,
783,Miniature Circuit Breaker C6A SP,6SP-31,,Found Extra,
784,Miniature Circuit Breaker 10Am SP C10,6SP-31,,Found Extra,
785,Belt SRB-BA-30,6SP-31,,Found Extra,
786,Belt SRB-A-83,6SP-31,,Found Extra,
787,A/c Get Valve 5/8 inch,6SP-32,,Yes,Pcs
788,Gate Valve Brass   1/8 Inch,6SP-32,,Yes,Pcs
789,"Star Screw Driver (8"")",6SP-33,,No,pcs
790,"Star Screw Driver (6"")",6SP-33,,No,pcs
791,"Star Screw Driver (3"")",6SP-33,,No,pcs
792,Ring Daly- 13 No.,6SP-33,,No,pcs
793,Ring Daly- 08 No.,6SP-33,,No,pcs
794,Nose Plus-06 Inch,6SP-33,,No,pcs
795,Cutting Plus,6SP-33,,No,pcs
796,Fuse Cut Wire,6SP-33,,No,Roll
797,Digital multi probe,6SP-33,,Found Extra,
798,Analog Panel KV meter (0 15KV),6SP-33,,Found Extra,
799,Digital multimeta (Humidity),6SP-33,,Found Extra,
800,Capacitor (16Uf) 220V/450V,6SP-34,,No,Pcs
801,Capacitor (35 UF),6SP-34,,No,Pcs
802,Capacitor (45 UF),6SP-34,,No,Pcs
803,Capacitor (60 UF),6SP-34,,No,Pcs
804,Capacitor (70 UF),6SP-34,,No,Pcs
805,Capacitor 50 UF,6SP-34,,Found Extra,
806,Capacitor 35 UF,6SP-34,,Found Extra,
807,Capacitor 20 UF,6SP-34,,Found Extra,
808,Capacitor 45 UF,6SP-34,,Found Extra,
809,Filter Jail Pvc (120 x 120 mm),6SP-35,,No,Pcs
810,Magnetic contact (3Pole) 24V AC 32A (Scheider) 3 no power (1no+1nc),6SP-35,,Found Extra,
811,Filter,6SP-35,,Found Extra,
812,A/C conditioner fan motor stand,6SP-36,,No,Feet
813,Charger of Weight Scale.,6SP-36,,No,Pcs
814,High Pressure Gas Meter,6SP-36,,No,Pcs
815,Inter Look,6SP-36,,Yes,Pcs
816,Charger of Weight Scale.,6SP-36,,Found Extra,
817,AC/DC ADAPTER,6SP-36,,Found Extra,
818,AC Circuite,6SP-36,,Found Extra,
819,Hand Brush (Small Size),6SP-36,,Yes,Pcs
820,Lock Tie-641,6SP-37,,No,Pcs
821,Pvc Spiral Black/White (10-12 mm),6SP-37,,Yes,Pcs
822,Cir Clip plus set,6SP-37,,No,set
823,Hole Sha (SS),6SP-37,,No,Pcs
824,Belt-(B-59),6SP-37,,No,Pcs
825,Hammer Iron (0.25 Pound),6SP-37,,No,Pcs
826,AC circuit,6SP-37,,No,Pcs
827,Loctite 641 Retceining Compound,6SP-37,,Found Extra,
828,Auxilary  2no/2nc,6SP-38,,Yes,Pcs
829,Auxiliary No/Nc,6SP-38,,No,Pcs
830,Proximity Sensor,6SP-38,,Yes,Pcs
831,Proximity Sensor - PR 12-2Dn,6SP-38,,Yes,Pcs
832,Proximity Sensor (N.P.N)-12V N.O,6SP-38,,Yes,Pcs
833,Proximity Sensor (P.N.P. NC),6SP-38,,Yes,Pcs
834,Land 11 40 AMP,6SP-38,,Found Extra,
835,Cir Clip Lock,6SP-39,,No,Pcs
836,Cutting Disk - 4 Inch,6SP-39,,No,Pcs
837,Drayer With Filter,6SP-39,,Yes,Pcs
838,Floating Valve,6SP-39,,No,Pcs
839,Circlip look,6SP-39,,Found Extra,
840,Fogger M/c Gass,6SP-40,,Yes,Pcs
841,Thawzone,6SP-40,,No,No Unit
842,Netcontent: 500ml,6SP-40,,Found Extra,
843,Adaptar-(1.5V-12v),6SP-41,,Yes,Pcs
844,Analog Panel  KV Meter (0 -15 KV) 15Kv/110V,6SP-41,,No,Pcs
845,Isolator 63 A with Pvc Encloser ( 04 Hole),6SP-41,,Yes,Pcs
846,knee Joint,6SP-41,,Yes,Pcs
847,Main Switch-50A (four pole ),6SP-41,,Yes,Pcs
848,Main Switch-65 A (Three Phase),6SP-41,,No,Pcs
849,Main Switch 02 Gang (20A-220V Ac ),6SP-41,,No,Pcs
850,Ventilator Filter unit,6SP-42,,Found Extra,
851,Fan Air Filter Unit,6SP-42,,Yes,Pcs
852,Hose Clamp 04 Inch,6SP-43,,No,Pcs
853,Hoose Clamp 05 Inch,6SP-43,,No,Pcs
854,Fan Nut+bolt (+/-),6SP-43,,No,Pcs
855,Fan Rubber,6SP-43,,No,Pcs
856,Hose Clip-0.5 Inch,6SP-43,,Yes,Pcs
857,Hose clip 10 Inch,6SP-43,,No,Pcs
